순번,자치구,X좌표,Y좌표,주소
14800,도봉구,203777.996694984,562936.126930938,도봉구 방학동 726-17 도
14801,도봉구,203936.91274676,563853.710070677,도봉구 도봉동 637-111 도
14802,도봉구,203671.522147832,562045.410474003,도봉구 창동 749 대
14803,도봉구,204063.576035115,562935.610372382,도봉구 방학동 716-19 도
14804,도봉구,204029.23092976,562923.487452461,도봉구 방학동 720 대
14805,도봉구,203395.327073563,562448.085473426,도봉구 쌍문동 726-108 도
14806,도봉구,203336.051890115,562406.466839093,도봉구 쌍문동 690-41 대
14807,도봉구,202955.745563057,560574.211507142,도봉구 창동 703-6도
14808,도봉구,202962.766067327,560587.132995359,도봉구 창동 703-6도
14809,도봉구,202991.511873508,560646.764823872,도봉구 창동 659-29대
14810,도봉구,203027.792699355,560723.640946203,도봉구 창동 659-11대
14811,도봉구,204111.88718841,562477.447113256,도봉구 창동 720-1 대
14812,도봉구,204188.23953083,563507.189183814,도봉구 도봉동 641 대
14813,도봉구,203997.710898255,564556.890496923,도봉구 도봉동 637-105 도
14814,도봉구,201139.261358954,561317.471344755,도봉구 쌍문동 505-10 대
14815,도봉구,203334.622804955,562437.723262809,도봉구 쌍문동 690-41 대
14816,도봉구,202924.366369437,560521.674838056,도봉구 창동 703-6도
14817,도봉구,203859.065759969,564464.317634007,도봉구 도봉동 564-3 도
14818,도봉구,203934.990955307,561680.883492631,도봉구 창동 825 대
14819,도봉구,204836.379698583,560713.202289733,도봉구 창동 788-3천
14820,도봉구,204838.591675036,560662.841718798,도봉구 창동 788-3천
14821,도봉구,204676.933194336,561810.007896913,도봉구 창동 820철
14822,도봉구,203974.622,563178.863749875,도봉구 방학동 622-40 학
14823,도봉구,203419.640339762,560893.290915835,도봉구 창동 산24 임
14824,도봉구,203695.879394089,561365.781192409,도봉구 창동 325 도
14825,도봉구,203567.462165753,560458.468551209,도봉구 창동 356 대
14826,도봉구,204126.536662008,563785.257221898,도봉구 도봉동 642대
14827,도봉구,202205.606696196,562085.900906688,도봉구 방학동 460-5학
14828,도봉구,202214.415054073,562074.405763864,도봉구 방학동 460-5학
14829,도봉구,202615.85625002,560496.074995035,도봉구 쌍문동 388-33대
14830,도봉구,201258.052286507,561440.816175786,도봉구 쌍문동 495-46대
14831,도봉구,201198.885973218,561432.119844546,도봉구 쌍문동 505-5천
14832,도봉구,203504.150053611,564351.181979497,도봉구 도봉동 산69-7임
14833,도봉구,203482.236990548,564359.48022397,도봉구 도봉동 산69-7임
14834,도봉구,202370.94011008,562441.684753457,도봉구 방학동 425-7대
14835,도봉구,203655.316087582,563509.225596998,도봉구 도봉동 604-4 대
14836,도봉구,203181.524141906,562807.222008189,도봉구 방학동 726-83 도
14837,도봉구,203035.370381987,563155.047271286,도봉구 방학동 산15-1임
14838,도봉구,202508.434959341,562692.768150082,도봉구 방학동 310학
14839,도봉구,203367.353910592,563386.218179623,도봉구 방학동 450답
14840,도봉구,203689.831137136,563510.424362456,도봉구 도봉동 604-54 도
14841,도봉구,201342.915583491,562000.5953574,도봉구 쌍문동 532-11대
14842,도봉구,203677.918809536,562263.201679463,도봉구 창동 752-17 도
14843,도봉구,203749.112004615,562469.738958117,도봉구 방학동 707-10 대
14844,도봉구,202936.592140148,561289.495289117,도봉구 쌍문동 152-2임
14845,도봉구,203248.970207621,561436.46203955,도봉구 쌍문동 671대
14846,도봉구,203612.870031383,561549.135253523,도봉구 창동 823 대
14847,도봉구,204268.701757783,564088.086856152,도봉구 도봉동 637-71 도
14848,도봉구,204214.7923627,564011.576513726,도봉구 도봉동 628 대
14849,도봉구,202330.085706573,562000.993180684,도봉구 방학동 271-1 대
14850,도봉구,203672.96071258,560326.746391407,도봉구 창동 산137-7임
14851,도봉구,203879.743195018,563686.260293788,도봉구 도봉동 637-112 도
14852,도봉구,202415.805581083,561044.58356588,도봉구 쌍문동 378-9도
14853,도봉구,204181.590037226,563950.391596435,도봉구 도봉동 628 대
14854,도봉구,203895.9960189,563801.572607419,도봉구 도봉동 637-37 도
14855,도봉구,203815.216710248,563211.357323878,도봉구 방학동 637-48 도
14856,도봉구,203562.793588099,562097.226145063,도봉구 쌍문동 707-24 대
14857,도봉구,202512.871052917,561190.025106889,도봉구 쌍문동 산82임
14858,도봉구,203123.786979937,563224.904301709,도봉구 방학동 155-4대
14859,도봉구,204102.783892335,563662.844311745,도봉구 도봉동 626-92 대
14860,도봉구,203888.22790181,560769.624306932,도봉구 창동 347 대
14861,도봉구,203459.796397581,562565.413848462,도봉구 방학동 685-25 대
14862,도봉구,204233.786510075,560984.129143149,도봉구 창동 135-85 철
14863,도봉구,203904.814379396,560579.492589379,도봉구 창동 산157임
14864,도봉구,203394.783779204,562594.449272116,도봉구 방학동 684-6 대
14865,도봉구,203540.973658215,560151.649554772,도봉구 창동 산137-52 임
14866,도봉구,204313.104356777,560752.882860908,도봉구 창동 27-4 공
14867,도봉구,204167.374440853,561182.089005678,도봉구 창동 135-1철
14868,도봉구,204277.303715881,562733.359449202,도봉구 방학동 
14869,도봉구,203748.471445879,561873.751227927,도봉구 창동 825-3 도
14870,도봉구,203517.183058047,562591.60036137,도봉구 방학동 684-49 대
14871,도봉구,204103.563476679,562748.177704437,도봉구 방학동 726-119 도
14872,도봉구,203809.052214456,561490.78744562,도봉구 창동 274-11대
14873,도봉구,203803.959119994,561499.671693924,도봉구 창동 274-11대
14874,도봉구,203792.326648508,561500.425354688,도봉구 창동 274-9 대
14875,도봉구,202761.650970602,562516.626067426,도봉구 방학동 316-7 도
14876,도봉구,203035.387805415,560985.450924685,도봉구 쌍문동 83-4도
14877,도봉구,203260.741671806,561991.832183504,도봉구 쌍문동 36대
14878,도봉구,202488.625000015,561398.968745264,도봉구 쌍문동 59-6 대
14879,도봉구,203414.768567385,561919.336895706,도봉구 쌍문동 713-47 도
14880,도봉구,203632.45780601,561455.436824427,도봉구 창동 825-3 도
14881,도봉구,201395.786668316,561802.515887453,도봉구 쌍문동 532-31전
14882,도봉구,201275.757490073,561337.45514431,도봉구 쌍문동 498-69대
14883,도봉구,201271.353326898,561329.043226652,도봉구 쌍문동 419-8 도
14884,도봉구,201271.668376138,561345.708899303,도봉구 쌍문동 497-5대
14885,도봉구,204216.448614915,563285.212693802,도봉구 방학동 1084-2천
14886,도봉구,202027.754261569,562242.04034261,도봉구 방학동 산63-1임
14887,도봉구,204468.757191173,562394.896346764,도봉구 방학동 
14888,도봉구,204067.86972788,561635.96376741,도봉구 창동 808 대
14889,도봉구,203344.860266455,561126.465850746,도봉구 창동 700-124대
14890,도봉구,203337.870340249,561125.685543973,도봉구 창동 700-124대
14891,도봉구,204322.458375396,564843.184264287,도봉구 도봉동 23-13 학
14892,도봉구,204331.098826337,564891.132261534,도봉구 도봉동 22-19학
14893,도봉구,204462.805944416,564923.633650084,도봉구 도봉동 
14894,도봉구,204513.461997142,564922.842849577,도봉구 도봉동 1200-1대
14895,도봉구,202489.594635299,561154.886598329,도봉구 쌍문동 산239임
14896,도봉구,202542.440555871,561221.426553313,도봉구 쌍문동 산83-3임
14897,도봉구,204281.57632844,565378.085702116,도봉구 도봉동 1-57답
14898,도봉구,204115.225993466,565510.272995524,도봉구 도봉동 5-20답
14899,도봉구,204105.46144031,565019.102266082,도봉구 도봉동 30-1 대
14900,도봉구,204113.495191181,565095.840319793,도봉구 도봉동 36-31 도
14901,도봉구,204106.669475153,565102.828063735,도봉구 도봉동 36-31 도
14902,도봉구,204101.428101202,565332.493037912,도봉구 도봉동 4-1 공
14903,도봉구,204096.177712904,565415.687025775,도봉구 도봉동 6-1답
14904,도봉구,204083.599619832,565497.571374214,도봉구 도봉동 8답
14905,도봉구,204089.411559004,565492.811027153,도봉구 도봉동 6-1답
14906,도봉구,203826.430668784,563042.676948436,도봉구 방학동 639 철
14907,도봉구,203726.099890325,562373.255404105,도봉구 창동 708 대
14908,도봉구,204423.220666069,562271.045597748,도봉구 창동 721 천
14909,도봉구,203554.617864576,565280.338547268,도봉구 도봉동 282-203도
14910,도봉구,204804.412255372,560407.49264684,도봉구 창동 756-43천
14911,도봉구,203326.479921211,561295.397101799,도봉구 창동 660-12도
14912,도봉구,204463.429810559,562384.421905541,도봉구 방학동 
14913,도봉구,202071.164082274,560993.523534452,도봉구 쌍문동 285-5대
14914,도봉구,202125.706544583,560962.615599019,도봉구 쌍문동 285-5대
14915,도봉구,203834.693161987,564613.55166564,도봉구 도봉동 566-15 대
14916,도봉구,203833.276845933,564636.548122229,도봉구 도봉동 566 대
14917,도봉구,203615.222516731,563591.8067489,도봉구 도봉동 산96-4임
14918,도봉구,203405.007025801,564348.895659123,도봉구 도봉동 산69-7임
14919,도봉구,203082.689107742,562157.178079501,도봉구 쌍문동 735 대
14920,도봉구,204063.254069831,561057.374991849,도봉구 창동 75-3대
14921,도봉구,204074.979248271,561072.617966616,도봉구 창동 75-12도
14922,도봉구,204158.061841071,561088.255758295,도봉구 창동 135-1철
14923,도봉구,203391.994236807,560964.637450958,도봉구 창동 694-10 학
14924,도봉구,203683.197936481,565524.21415939,도봉구 도봉동 산2-1임
14925,도봉구,201264.597833017,561539.085090627,도봉구 쌍문동 494-26대
14926,도봉구,203173.23971619,562816.841189444,도봉구 방학동 639-20 대
14927,도봉구,203070.719399342,562923.803434144,도봉구 방학동 622-34 대
14928,도봉구,203020.295032533,562981.472961186,도봉구 방학동 384-14대
14929,도봉구,202984.247749823,563023.889879188,도봉구 방학동 산13-1임
14930,도봉구,203047.755899316,561755.513323602,도봉구 쌍문동 723 대
14931,도봉구,204474.787384622,565175.307253352,도봉구 도봉동 22-8천
14932,도봉구,203874.336403561,561698.392218195,도봉구 창동 825 대
14933,도봉구,203867.465448818,561705.190926949,도봉구 창동 825 대
14934,도봉구,203848.801998629,561710.755853056,도봉구 창동 825 대
14935,도봉구,203834.454457555,561715.584613489,도봉구 창동 825 대
14936,도봉구,202520.262233924,562719.532186131,도봉구 방학동 산56임
14937,도봉구,203912.689221449,563519.642854157,도봉구 도봉동 624-120 대
14938,도봉구,204085.478482729,563507.904826163,도봉구 도봉동 633-7 대
14939,도봉구,204001.102823741,563510.367472059,도봉구 도봉동 637-83 도
14940,도봉구,203988.596919607,563504.484515482,도봉구 도봉동 637-90 도
14941,도봉구,203891.389067327,563512.329101701,도봉구 도봉동 637-48 도
14942,도봉구,204304.183325324,564186.981710055,도봉구 도봉동 86-4임
14943,도봉구,204093.411712153,564376.785294599,도봉구 도봉동 654 대
14944,도봉구,204280.467309258,564776.612252576,도봉구 도봉동 30-1 대
14945,도봉구,204280.979206685,564767.955436681,도봉구 도봉동 30-1 대
14946,도봉구,202914.383468538,562267.50334967,도봉구 방학동 665-12 대
14947,도봉구,203039.495245959,563166.595034843,도봉구 방학동 산15-1임
14948,도봉구,203047.786643,563157.426914804,도봉구 방학동 산15-1임
14949,도봉구,204279.083402839,563128.946153527,도봉구 방학동 917임
14950,도봉구,203790.796853694,563048.697493874,도봉구 방학동 637-88 도
14951,도봉구,203389.81236412,560956.515755354,도봉구 창동 694-10 학
14952,도봉구,203379.175618791,560965.990109956,도봉구 창동 694-10 학
14953,도봉구,203355.893528392,561027.947650374,도봉구 창동 703-1도
14954,도봉구,203334.055946743,561219.915637118,도봉구 창동 305 대
14955,도봉구,202067.713530029,561010.606664775,도봉구 쌍문동 285-5대
14956,도봉구,202247.379391604,560875.746989866,도봉구 쌍문동 307-6도
14957,도봉구,202257.143083385,560859.215945966,도봉구 쌍문동 309-7 대
14958,도봉구,203873.616029711,565198.910142439,도봉구 도봉동 288-20 임
14959,도봉구,203614.508886928,563518.81438657,도봉구 도봉동 132-2잡
14960,도봉구,203836.414748239,564449.023200716,도봉구 도봉동 637-17 도
14961,도봉구,203885.160993906,560958.640467593,도봉구 창동 340 공
14962,도봉구,203967.144637615,561025.589318966,도봉구 창동 335-2 도
14963,도봉구,204711.45749144,561456.560047277,도봉구 창동 813-2천
14964,도봉구,204711.596512947,561496.872017811,도봉구 창동 813-2천
14965,도봉구,204665.933174473,561480.123422153,도봉구 창동 11-1천
14966,도봉구,204787.989728699,560411.369219299,도봉구 창동 756-43천
14967,도봉구,202852.895760797,561280.884712645,도봉구 쌍문동 산83-1 임
14968,도봉구,202828.941175569,560339.941281765,도봉구 창동 703-9도
14969,도봉구,202905.144508096,560468.60988475,도봉구 창동 703-6도
14970,도봉구,202918.221335081,560476.317199881,도봉구 창동 655-23대
14971,도봉구,202927.44056149,560512.594448691,도봉구 창동 703-6도
14972,도봉구,203052.113734766,560572.182422477,도봉구 창동 657-126대
14973,도봉구,203060.258780089,560566.935710732,도봉구 창동 660-4도
14974,도봉구,203054.791052444,560554.980135793,도봉구 창동 812 대
14975,도봉구,203050.277383154,560548.339303892,도봉구 창동 812 대
14976,도봉구,203051.366548445,560524.859477922,도봉구 창동 812 대
14977,도봉구,203058.28879542,560518.799750636,도봉구 창동 812 대
14978,도봉구,203068.444758463,560424.905364341,도봉구 창동 703-7도
14979,도봉구,202957.964681134,560254.738154262,도봉구 창동 647-13 도
14980,도봉구,202969.865725812,560259.178321126,도봉구 창동 445-27도
14981,도봉구,203015.220224312,560320.055220366,도봉구 창동 624-16 공
14982,도봉구,203023.597220632,560323.285828397,도봉구 창동 624-16 공
14983,도봉구,203067.605459112,560403.611244359,도봉구 창동 621-69 대
14984,도봉구,204624.128028093,561468.655781001,도봉구 창동 19 도
14985,도봉구,202160.029032841,562414.318263638,도봉구 방학동 산60-3임
14986,도봉구,202117.013175661,562421.883599868,도봉구 방학동 산62임
14987,도봉구,202064.424317753,562448.359396292,도봉구 방학동 581-4구
14988,도봉구,204332.006871931,565388.535262142,도봉구 도봉동 2-6천
14989,도봉구,203670.696729996,561224.173141354,도봉구 창동 355 도
14990,도봉구,204072.734644901,564867.964786401,도봉구 도봉동 637-103 도
14991,도봉구,204093.698480165,564871.859999636,도봉구 도봉동 30-1 대
14992,도봉구,203814.194835209,562936.213958368,도봉구 방학동 705-39 도
14993,도봉구,203098.896226289,562192.531378335,도봉구 쌍문동 671-12 대
14994,도봉구,203088.223116399,562207.235377923,도봉구 쌍문동 671-14 도
14995,도봉구,203081.059775059,562318.153473551,도봉구 방학동 693-46 대
14996,도봉구,203085.866978048,562365.520552668,도봉구 방학동 693-35 대
14997,도봉구,203013.708274353,560552.538709654,도봉구 창동 660-4도
14998,도봉구,202997.524269161,560558.742656524,도봉구 창동 655-1대
14999,도봉구,203001.456437969,560571.834177823,도봉구 창동 655-1대
15000,도봉구,204104.474803242,564854.404839168,도봉구 도봉동 30-1 대
15001,도봉구,204094.946851138,564849.504308973,도봉구 도봉동 30-1 대
15002,도봉구,203904.027721607,562948.895509324,도봉구 방학동 718-7 대
15003,도봉구,203905.841221232,562933.181230846,도봉구 방학동 718-7 대
15004,도봉구,203602.156900294,565288.976567276,도봉구 도봉동 282-203도
15005,도봉구,203381.761822555,562979.568675919,도봉구 방학동 644-22 대
15006,도봉구,203475.839292583,563054.591291379,도봉구 방학동 645-18 대
15007,도봉구,203601.188758218,563074.045404822,도봉구 방학동 611-26 대
15008,도봉구,203675.773630598,563063.95641918,도봉구 방학동 619-18 대
15009,도봉구,203695.915234534,561770.036741748,도봉구 창동 825 대
15010,도봉구,203939.256427843,562936.152222695,도봉구 방학동 718-7 대
15011,도봉구,203915.513123095,563258.058657199,도봉구 방학동 623-54 도
15012,도봉구,202890.431168219,562240.69169711,도봉구 쌍문동 665-14 대
15013,도봉구,203612.279784577,559744.355843665,도봉구 창동 448-5도
15014,도봉구,203539.201433587,564333.712969226,도봉구 도봉동 산69-7임
15015,도봉구,202586.770573859,561750.658360116,도봉구 쌍문동 54 대
15016,도봉구,203676.382041989,562058.801121766,도봉구 창동 749 대
15017,도봉구,202937.108165536,560776.14897952,도봉구 쌍문동 142-20도
15018,도봉구,203866.259032918,563326.111580794,도봉구 방학동 623-14 대
15019,도봉구,203089.994964836,562180.966537628,도봉구 쌍문동 726-135 도
15020,도봉구,203897.149826977,562940.466019633,도봉구 방학동 718-32 도
15021,도봉구,203080.1555366,562196.000939117,도봉구 쌍문동 671-22 대
15022,도봉구,203094.330791235,562248.668984764,도봉구 쌍문동 726-131 도
15023,도봉구,203064.717871228,562424.142209542,도봉구 방학동 695-4 대
15024,도봉구,203082.132408885,562428.989324342,도봉구 방학동 695-4 대
15025,도봉구,203072.59590428,562438.698932661,도봉구 방학동 695-4 대
15026,도봉구,203060.539115456,562475.47101954,도봉구 방학동 662-41 대
15027,도봉구,202966.586795774,560578.981469036,도봉구 창동 655-20대
15028,도봉구,203078.479207491,562478.427290301,도봉구 방학동 726-83 도
15029,도봉구,203046.749216971,560562.844179447,도봉구 창동 660-4도
15030,도봉구,203061.618159484,560417.659055654,도봉구 창동 703-7도
15031,도봉구,202938.115459238,560517.051877442,도봉구 창동 655-15대
15032,도봉구,203009.024484869,560136.189898049,도봉구 창동 628-20대
15033,도봉구,203513.880641558,560440.588008712,도봉구 창동 
15034,도봉구,203473.654104454,560443.864459895,도봉구 창동 산126-1임
15035,도봉구,203466.256102913,560432.721657769,도봉구 창동 산126-1임
15036,동대문구,205876.4279035,556187.046568603,동대문구 이문동 356 제
15037,동대문구,204057.168484344,553009.891176499,동대문구 전농동 643-1 도
15038,동대문구,202597.79358896,553649.656005362,동대문구 용두동 747도
15039,동대문구,203094.885941172,553028.986526626,동대문구 용두동 892-68대
15040,동대문구,203087.784385582,552984.60736815,동대문구 용두동 696-1제
15041,동대문구,203094.789865509,552975.286354401,동대문구 용두동 696-13제
15042,동대문구,203106.938424996,552878.51511121,동대문구 용두동 80-35대
15043,동대문구,203097.766358254,552867.128478597,동대문구 용두동 47-2도
15044,동대문구,203296.719135391,552802.553183208,동대문구 용두동 66-8대
15045,동대문구,203303.553195315,552813.288271574,동대문구 용두동 66-7대
15046,동대문구,203312.982280257,553014.761142773,동대문구 용두동 54-1대
15047,동대문구,203310.772594067,552949.401148516,동대문구 용두동 47-2도
15048,동대문구,203301.330430316,552940.318254957,동대문구 용두동 64-1대
15049,동대문구,203309.669320697,552930.844311413,동대문구 용두동 65-26 대
15050,동대문구,203300.557945272,552897.482547236,동대문구 용두동 65-27 대
15051,동대문구,203306.800623547,552886.449764139,동대문구 용두동 65-18대
15052,동대문구,203221.628645329,553021.443847026,동대문구 용두동 792-10 도
15053,동대문구,203108.866457312,552674.984241141,동대문구 용두동 75-14대
15054,동대문구,203165.946886939,552583.134121488,동대문구 용두동 47-3도
15055,동대문구,203290.285588846,552672.70621916,동대문구 용두동 74-20대
15056,동대문구,203257.294189982,552670.039081742,동대문구 용두동 74-26대
15057,동대문구,203140.923859853,552675.782756392,동대문구 용두동 75-22대
15058,동대문구,203154.530743007,552680.932189423,동대문구 용두동 75-3대
15059,동대문구,203224.261738766,552682.834221924,동대문구 용두동 74-10대
15060,동대문구,203235.786367455,552678.176099501,동대문구 용두동 74-9대
15061,동대문구,203264.309785985,552679.22112496,동대문구 용두동 74-8대
15062,동대문구,203129.814417938,552670.43709122,동대문구 용두동 75-14대
15063,동대문구,205376.221951848,553314.889879859,동대문구 전농동 55-75구
15064,동대문구,205299.214410632,553332.321280691,동대문구 전농동 
15065,동대문구,205288.593579653,553336.821804034,동대문구 전농동 산32-20임
15066,동대문구,205398.592364833,553518.430687198,동대문구 전농동 65-31대
15067,동대문구,205392.183663643,553514.003638436,동대문구 전농동 산32-20임
15068,동대문구,205384.488641141,553521.991139101,동대문구 전농동 산32-20임
15069,동대문구,205390.906202222,553527.067773395,동대문구 전농동 65-34대
15070,동대문구,205395.576777415,553418.911255908,동대문구 전농동 
15071,동대문구,205398.681046134,553409.316773242,동대문구 전농동 산32-20임
15072,동대문구,205390.313451338,553405.526453221,동대문구 전농동 
15073,동대문구,205304.913823373,553348.538482612,동대문구 전농동 53-31대
15074,동대문구,205296.287388076,553350.184917588,동대문구 전농동 53-25도
15075,동대문구,205248.732670626,553302.423916012,동대문구 전농동 55-2도
15076,동대문구,204131.994090878,553408.030172878,동대문구 전농동 588-29철
15077,동대문구,206290.28098307,555781.645845991,동대문구 이문동 345-2천
15078,동대문구,206277.845615366,555781.335326317,동대문구 이문동 345-2천
15079,동대문구,206236.773330871,552534.750679458,동대문구 장안동 305-8대
15080,동대문구,204475.166439385,554049.861422442,동대문구 청량리동 7학
15081,동대문구,203268.013253348,553380.483351934,동대문구 제기동 949대
15082,동대문구,205974.05141014,555755.279284713,동대문구 이문동 7 철
15083,동대문구,204092.680227016,553435.876291405,동대문구 전농동 235-10대
15084,동대문구,205025.852495206,554655.814112086,동대문구 회기동 371-14도
15085,동대문구,206025.006355122,555768.205211519,동대문구 이문동 7 철
15086,동대문구,205428.942920103,551796.644083108,동대문구 장안동 10대
15087,동대문구,205387.317623933,551788.624756132,동대문구 답십리동 4-92대
15088,동대문구,205523.060949569,551920.322855621,동대문구 장안동 2-11 대
15089,동대문구,205548.111385222,551866.488515595,동대문구 장안동 217-1 도
15090,동대문구,203274.111720232,554301.662121563,동대문구 제기동 136-207 도
15091,동대문구,204801.676341195,553786.217526714,동대문구 전농동 363-1 대
15092,동대문구,204507.2371852,553496.556621461,동대문구 전농동 127-353대
15093,동대문구,204394.004359162,553553.968465609,동대문구 전농동 602-18대
15094,동대문구,204161.008397468,553480.245328898,동대문구 전농동 588-1철
15095,동대문구,204162.036912893,553484.323704455,동대문구 전농동 588-1철
15096,동대문구,204163.122420585,553488.349514013,동대문구 전농동 588-1철
15097,동대문구,204164.843175763,553494.922738451,동대문구 전농동 591-53철
15098,동대문구,204138.689431311,553493.548560971,동대문구 전농동 591-53철
15099,동대문구,204140.881377542,553504.535406386,동대문구 전농동 591-60대
15100,동대문구,206225.756720123,551710.436130849,동대문구 장안동 477-9도
15101,동대문구,206218.970898124,551721.160795281,동대문구 장안동 348공
15102,동대문구,204769.923283406,552675.299720161,동대문구 답십리동 325-92대
15103,동대문구,206380.113073707,551721.946627818,동대문구 장안동 477-14도
15104,동대문구,205999.972461019,551902.342279422,동대문구 장안동 382-7대
15105,동대문구,206267.287660012,551776.662378273,동대문구 장안동 569 대
15106,동대문구,206259.329282267,551790.541349095,동대문구 장안동 569 대
15107,동대문구,206246.170663079,551787.208728751,동대문구 장안동 569 대
15108,동대문구,206237.859046947,551712.045752074,동대문구 장안동 477-10도
15109,동대문구,206229.224801956,551723.514832856,동대문구 장안동 348공
15110,동대문구,206334.921743363,551892.796290927,동대문구 장안동 338-11대
15111,동대문구,206397.113572013,552017.505578643,동대문구 장안동 337-6대
15112,동대문구,205998.398995257,551825.372876827,동대문구 장안동 374-1 대
15113,동대문구,206025.388858631,551891.372093411,동대문구 장안동 373-4대
15114,동대문구,204375.520253446,552395.801993727,동대문구 답십리동 474-9대
15115,동대문구,204277.530124976,552487.239549478,동대문구 답십리동 472-70대
15116,동대문구,203088.787385815,553194.590748731,동대문구 제기동 892-65대
15117,동대문구,205771.572976816,554804.376373201,동대문구 휘경동 87-51대
15118,동대문구,205826.356649637,554759.128637887,동대문구 휘경동 146-113구
15119,동대문구,204899.08792761,551851.348754543,동대문구 답십리동 268-1대
15120,동대문구,205012.742245635,551933.619535033,동대문구 답십리동 35-1대
15121,동대문구,203263.161407692,554097.440810805,동대문구 제기동 122-388 천
15122,동대문구,205761.612645331,551412.710644217,동대문구 장안동 479-3도
15123,동대문구,206267.96916875,551309.941223248,동대문구 장안동 439-5대
15124,동대문구,203936.508203681,552556.980359295,동대문구 답십리동 645-2대
15125,동대문구,205216.196992946,555014.161953622,동대문구 이문동 270-1 학
15126,동대문구,205980.075855528,553246.582715248,동대문구 장안동 1-1전
15127,동대문구,206038.374272056,553220.249355517,동대문구 장안동 95-1대
15128,동대문구,206137.506977267,553230.327607905,동대문구 장안동 94-28대
15129,동대문구,204336.201161421,552263.390767661,동대문구 답십리동 470-31대
15130,동대문구,204042.80306554,553013.46502799,동대문구 전농동 673 도
15131,동대문구,204061.320334342,553046.061670585,동대문구 전농동 684-1도
15132,동대문구,204138.038540254,552607.284400762,동대문구 전농동 648-1대
15133,동대문구,204151.094911003,552606.676786967,동대문구 전농동 648-161대
15134,동대문구,203961.202903046,553077.300523466,동대문구 용두동 620-67도
15135,동대문구,204113.267312622,552987.34133618,동대문구 전농동 643-10도
15136,동대문구,204036.800940013,552687.585628867,동대문구 답십리동 643-10도
15137,동대문구,204139.93978094,552823.232599316,동대문구 전농동 494-4대
15138,동대문구,204060.782015816,552722.183384201,동대문구 전농동 493-2대
15139,동대문구,204120.178604924,552836.483586057,동대문구 전농동 678-3대
15140,동대문구,203956.706249978,553060.374978473,동대문구 용두동 620-69대
15141,동대문구,203940.743241712,553017.070410848,동대문구 용두동 39-994도
15142,동대문구,205959.250167276,556131.350526755,동대문구 이문동 27-2 철
15143,동대문구,206175.103933873,551270.357537504,동대문구 장안동 573 대
15144,동대문구,203428.864602042,553024.047784615,동대문구 용두동 26-17대
15145,동대문구,203432.491403342,553108.028680143,동대문구 용두동 47-7도
15146,동대문구,203395.726498637,553114.345273733,동대문구 용두동 47-1도
15147,동대문구,203369.890614398,553114.420735792,동대문구 용두동 47-1도
15148,동대문구,203391.731014686,553020.566141258,동대문구 용두동 47-1도
15149,동대문구,203362.98940896,552936.993054,동대문구 용두동 1046-4대
15150,동대문구,203367.368771345,553021.210735604,동대문구 용두동 47-1도
15151,동대문구,205101.291749336,552818.529135362,동대문구 답십리동 31-1도
15152,동대문구,203908.203262219,552934.042451809,동대문구 용두동 39-929 도
15153,동대문구,203876.381028619,552882.586717195,동대문구 용두동 39-928도
15154,동대문구,203835.07392772,552820.376367568,동대문구 용두동 47-1도
15155,동대문구,203435.313274084,552853.036412827,동대문구 용두동 23-44대
15156,동대문구,203475.768441045,552837.97565092,동대문구 용두동 47-7도
15157,동대문구,203985.224185308,552868.22404925,동대문구 전농동 588-181 철
15158,동대문구,204475.375572394,553365.151448423,동대문구 전농동 127-39대
15159,동대문구,206004.019244177,553126.437959453,동대문구 장안동 95-1대
15160,동대문구,206451.293188758,551691.111681262,동대문구 장안동 356 공
15161,동대문구,206433.855544027,551631.833964707,동대문구 장안동 356 공
15162,동대문구,206420.225738671,551626.849800242,동대문구 장안동 356 공
15163,동대문구,206230.633699667,552877.783986866,동대문구 장안동 475-3도
15164,동대문구,206232.20436689,552866.991193778,동대문구 장안동 475-4도
15165,동대문구,206345.833833778,552863.900193691,동대문구 장안동 313-4대
15166,동대문구,206379.302898296,552982.092611681,동대문구 장안동 469-1 도
15167,동대문구,206386.442753395,553114.060185603,동대문구 장안동 92-90 도
15168,동대문구,206424.905422607,552745.828927898,동대문구 장안동 476-4도
15169,동대문구,206430.316142185,552742.262971728,동대문구 장안동 476-4도
15170,동대문구,206415.503593772,552741.712540937,동대문구 장안동 320-15대
15171,동대문구,206332.518934084,552612.702590728,동대문구 장안동 311-3대
15172,동대문구,206358.916736343,552611.851665418,동대문구 장안동 311-6대
15173,동대문구,206365.622628207,552744.353238065,동대문구 장안동 312-8대
15174,동대문구,206339.227569952,552746.163473104,동대문구 장안동 312-2대
15175,동대문구,206372.047608107,552862.832400239,동대문구 장안동 313-8대
15176,동대문구,206274.144454501,552624.507971087,동대문구 장안동 475-6도
15177,동대문구,206164.411345215,552634.320421506,동대문구 장안동 475-6도
15178,동대문구,206105.894021484,552671.079223341,동대문구 장안동 293-22도
15179,동대문구,206093.257370385,552634.812422322,동대문구 장안동 475-7도
15180,동대문구,206071.627740945,552615.02762453,동대문구 장안동 122-23대
15181,동대문구,206019.1674756,552643.21198816,동대문구 장안동 142-40 도
15182,동대문구,206014.253567833,552634.873813325,동대문구 장안동 142-40 도
15183,동대문구,206352.423829044,552983.616775651,동대문구 장안동 469-1 도
15184,동대문구,206592.484585642,552514.423955023,동대문구 장안동 470-1도
